date,HUFL,HULL,MUFL, MULL,LUFL,LULL,OT
04.02.2021,12.6,10.6,743.8,767.4,82,1,9
05.02.2021,14.3,10,743.4,766.9,89,1,11
06.02.2021,15.2,7.6,740.3,763.7,72,1,10
07.02.2021,17.2,10.8,744.3,767.6,75,1,7
08.02.2021,15.8,10.6,745.5,769,84,1,6
09.02.2021,17.2,9.8,742.3,765.7,76,1,3
10.02.2021,19.2,10.2,740,763.2,73,1,12
11.02.2021,19.9,10.5,740.9,764,67,1,3
12.02.2021,21.9,11.3,738.7,761.8,67,1,2
13.02.2021,16.2,12.4,742.6,766,82,1,7
14.02.2021,21.4,10.6,736.4,759.4,64,2,8
15.02.2021,16.3,12,741.6,765,88,1,11
16.02.2021,15.4,11.3,745.9,769.6,87,0,8
17.02.2021,18.5,9.6,745.9,769.3,65,2,5
18.02.2021,18.3,12.4,747,770.5,66,2,6
19.02.2021,19.3,11.4,743.9,767.2,69,1,4
20.02.2021,21.6,11.1,738.5,761.6,63,1,8
21.02.2021,23.9,11.4,737.6,760.6,69,1,5
22.02.2021,25.6,12.9,738,760.8,66,1,3
23.02.2021,23.1,16.6,733.4,756.1,67,1,6
24.02.2021,27.6,15,729.5,751.9,68,2,9
25.02.2021,20.3,12.6,737,760.1,78,3,8
26.02.2021,12,10.8,740.1,763.6,85,1,7
27.02.2021,13,11,735.4,758.7,72,2,3
28.02.2021,12.4,10.4,739.6,763,96,2,13
01.03.2021,16.1,9.4,748.1,771.7,69,1,8
02.03.2021,12.4,10.3,745.3,768.9,77,1,6
03.03.2021,14.7,10,742.6,766.2,81,1,7
04.03.2021,17.9,8.5,738.1,761.2,64,1,9
05.03.2021,18.8,13.8,740.3,763.5,64,2,6
06.03.2021,16,13,744.6,768,84,2,6
07.03.2021,14,12.3,741.9,765.3,78,1,3
08.03.2021,16.5,11.1,743.2,766.6,78,2,6
09.03.2021,16.9,13.1,742.4,765.6,73,1,5
10.03.2021,15,13.4,743.4,766.7,84,2,5
11.03.2021,19.9,12.5,743.5,766.7,72,2,8
12.03.2021,20.4,12,742.6,765.7,65,1,4
13.03.2021,25.1,14.3,737.2,760,63,2,9
14.03.2021,24.2,15.1,733.1,755.6,65,1,8
15.03.2021,25.4,16.3,734,756.7,81,1,9
16.03.2021,19.6,17.6,734.3,757,93,2,11
17.03.2021,23.4,17.5,732.1,754.6,75,2,9
18.03.2021,22.8,18.7,732.7,755.2,82,1,12
19.03.2021,20.3,16.1,737.2,760,80,4,4
20.03.2021,15.3,10.2,745,768.6,95,1,12
21.03.2021,10.3,9.5,751.1,775,90,1,11
22.03.2021,14,9.3,747.4,771.1,77,1,10
23.03.2021,19.2,11,740.9,764.2,73,2,12
24.03.2021,24,10.3,736.8,759.6,55,1,10
25.03.2021,20,16.3,735,757.7,65,1,12
26.03.2021,16.4,14.7,738.2,761.2,86,2,16
27.03.2021,23.3,14.2,736.4,759.1,71,1,9
28.03.2021,27.4,13.7,727.6,750,64,1,9
29.03.2021,27,18.6,727.9,750,70,1,12
30.03.2021,23.3,19.3,727.3,749.6,75,1,13
31.03.2021,23.3,16.7,728.1,750.5,73,2,11
01.04.2021,18.2,15.3,734.7,757.6,86,1,12
02.04.2021,16.1,14.3,738.7,761.8,80,2,19
03.04.2021,17.9,13.9,741,764.1,80,1,17
04.04.2021,18.6,14.5,741.3,764.4,68,2,13
05.04.2021,19,15.3,740.5,763.6,76,2,20
06.04.2021,17.5,13.6,741.1,764.2,93,0,19
07.04.2021,17,14.4,740.6,763.7,92,1,13
08.04.2021,22.1,15.1,740.2,763,71,1,26
09.04.2021,19.6,16,739.9,762.9,58,1,11
10.04.2021,17.3,13.8,740.6,763.7,75,2,13
11.04.2021,18.8,14.3,740.9,764,79,1,13
12.04.2021,20.9,14.8,740.7,763.6,80,1,24
13.04.2021,21.2,16.2,738.6,761.4,78,3,15
14.04.2021,20.8,17.3,737.8,760.6,81,2,26
15.04.2021,19.5,17.2,739.7,762.6,81,1,20
16.04.2021,18.5,15.3,742.6,765.8,91,1,21
17.04.2021,18.8,15.7,740.2,763.2,87,1,23
18.04.2021,16.9,15.2,738.7,761.7,84,1,31
19.04.2021,20.6,15.7,734.1,756.8,74,2,33
20.04.2021,19.9,15.6,735.9,758.7,85,1,43
21.04.2021,25,17.3,736,758.6,82,1,31
22.04.2021,27,16.4,729.9,752.1,65,1,32
23.04.2021,24.6,22.4,729,751.1,76,1,33
24.04.2021,22.6,18.4,737.5,760.3,89,1,32
25.04.2021,19.7,16.9,741.5,764.5,95,1,37
26.04.2021,24,16.4,739.5,762.2,75,1,46
27.04.2021,26.6,18.7,739.9,762.4,69,1,57
28.04.2021,22.8,19.2,743.1,765.9,76,1,72
29.04.2021,29.5,16.6,734.4,756.7,62,2,56
30.04.2021,32.1,19.3,733.9,755.9,60,1,68
01.05.2021,36,21.7,730.9,752.7,62,1,62
02.05.2021,35.8,23.5,728.7,750.4,70,5,47
03.05.2021,26.5,20.3,733.6,755.9,87,1,57
04.05.2021,26.7,21.5,739.2,761.7,72,1,63
05.05.2021,20.6,15.8,739.1,762.1,83,1,47
06.05.2021,18.8,17,739.6,762.5,91,2,74
07.05.2021,24.9,17.7,736.8,759.4,78,0,75
08.05.2021,28.9,18.1,733.2,755.5,74,2,56
09.05.2021,32.9,19.3,727.6,749.4,62,1,55
10.05.2021,27.4,21.8,729.7,751.9,80,2,44
11.05.2021,22.6,20.4,732.7,755.2,89,2,55
12.05.2021,28.7,20.2,730.3,752.4,75,2,50
13.05.2021,25.4,22.6,727.9,750.1,85,1,48
14.05.2021,30.1,21.6,724.3,746.2,76,2,81
15.05.2021,25.6,20.1,732.1,754.4,82,2,72
16.05.2021,27.9,19.6,736.2,758.7,60,2,51
17.05.2021,26,20,736.6,759.1,65,1,63
18.05.2021,27.2,19.5,732.7,754.9,63,1,82
19.05.2021,27,20.8,734.1,756.3,75,1,90
20.05.2021,25.1,21.8,733.2,755.5,78,1,76
21.05.2021,24.4,21.7,731.7,754,78,1,65
22.05.2021,22.8,21.1,732.7,755.2,91,2,62
23.05.2021,21.3,18.3,740.2,763.1,83,1,63
24.05.2021,19,17.4,738.8,761.6,92,1,63
25.05.2021,21.2,18.3,734,756.6,89,2,109
26.05.2021,22.3,18.5,737.5,760.2,86,0,99
27.05.2021,25,19.4,734.8,757.3,80,1,97
28.05.2021,26.3,21.5,734.5,757,83,1,95
29.05.2021,23.5,18.8,734.8,757.4,88,1,88
30.05.2021,27.4,20.2,730.6,752.8,73,1,90
31.05.2021,31.1,22.6,729.9,751.9,77,1,88
01.06.2021,30.6,23.5,731.1,753.1,68,1,92
02.06.2021,26.2,23.5,731.6,753.7,81,1,123
03.06.2021,24.4,19,738.9,761.6,82,2,105
04.06.2021,30,19.3,733.5,755.8,57,1,101
05.06.2021,31.5,19.3,730.7,752.8,63,1,86
06.06.2021,32.5,20.2,730.4,752.2,66,1,108
07.06.2021,30.3,25.8,734.1,756,59,1,123
08.06.2021,27.3,24.7,734.5,756.7,70,1,103
09.06.2021,22.8,20.6,735.5,758,87,1,87
10.06.2021,26.4,21.4,733.3,755.6,84,1,84
11.06.2021,30.9,21.1,733.2,755.2,74,1,78
12.06.2021,34.1,24.1,729.9,751.6,71,2,82
13.06.2021,36,27.1,725.8,747.1,52,2,115
14.06.2021,36.1,28.2,724.3,745.7,65,2,72
15.06.2021,35.3,28.7,724.3,745.8,74,2,105
16.06.2021,36.3,28.7,727,748.3,75,1,81
17.06.2021,28.3,21.9,732,754.3,80,2,87
18.06.2021,23.1,20.2,731.9,754.3,85,0,85
19.06.2021,27,21.4,730.6,752.8,74,2,93
20.06.2021,28.1,22.7,731.1,753.1,77,2,105
21.06.2021,28.2,23.8,732.4,754.4,90,0,92
22.06.2021,32.2,22.6,731.2,752.9,67,1,79
23.06.2021,35.7,26.2,730.3,751.9,54,1,84
24.06.2021,29.9,25.7,730.6,752.5,80,2,97
25.06.2021,27.3,24.9,730.5,752.5,82,1,78
26.06.2021,30.8,24.6,729,750.9,81,2,85
27.06.2021,26.9,24.3,729.3,751.3,89,1,83
28.06.2021,29.5,25,729,750.9,84,1,99
29.06.2021,29.6,25.1,728.8,750.8,72,1,100
30.06.2021,32.4,24.3,728,749.7,77,1,84
01.07.2021,27.3,23.9,728.5,750.5,92,1,70
02.07.2021,28.2,22.7,729.7,751.8,89,1,71
03.07.2021,31.2,24.3,729.7,751.5,76,0,91
04.07.2021,28.7,25.2,730.7,752.7,88,1,96
05.07.2021,29.4,23.4,731.2,753.2,82,1,89
06.07.2021,29.9,25.5,732,753.9,81,1,84
07.07.2021,33.7,26.1,732.1,753.8,73,1,69
08.07.2021,26.9,25,732.5,754.6,92,1,88
09.07.2021,30.7,25.2,729.4,751.2,83,1,77
10.07.2021,33.7,26,728.7,750.4,81,1,86
11.07.2021,30.5,26.4,729.6,751.4,89,1,93
12.07.2021,32.5,24.2,728.2,750.1,76,2,86
13.07.2021,37.1,26.5,726.5,748,71,1,102
14.07.2021,37.8,29.1,726,747.3,67,1,86
15.07.2021,36.6,30.1,729,750.5,75,2,89
16.07.2021,28.4,24,732.4,754.6,92,1,79
17.07.2021,33.4,24.9,730.6,752.5,77,1,77
18.07.2021,33,26.1,730.6,752.4,77,2,73
19.07.2021,32.1,23.4,729.9,751.7,81,0,72
20.07.2021,34.2,26.2,729.9,751.6,82,0,71
21.07.2021,35.3,26.2,730.1,751.8,81,1,61
22.07.2021,35.9,26,729,750.6,64,1,59
23.07.2021,36.3,28.1,728.1,749.5,67,1,46
24.07.2021,33.3,29.6,729.6,751.2,69,2,54
25.07.2021,34.9,26.6,728.8,750.4,65,1,61
26.07.2021,37.8,27.9,727.6,749,65,2,60
27.07.2021,35.5,27.9,727.5,749.1,68,1,54
28.07.2021,34.7,27.6,727.6,749.1,63,1,43
29.07.2021,38.2,27.9,727.6,749.1,54,1,34
30.07.2021,37.6,28.4,726.6,747.9,58,2,23
31.07.2021,37.5,28.9,727.5,748.9,43,1,25
01.08.2021,39.4,27.9,726.4,747.7,53,1,34
02.08.2021,40.3,29.8,726.6,747.8,51,1,29
03.08.2021,40.7,30.8,728.6,749.8,45,1,18
04.08.2021,39.6,31.4,727.4,748.6,52,1,29
05.08.2021,38.1,31,728.2,749.5,59,1,18
06.08.2021,38.2,29.6,727.2,748.6,58,2,16
07.08.2021,31.9,28.3,729.6,751.3,82,1,22
08.08.2021,28.9,26,730.7,752.6,94,1,12
09.08.2021,30.3,25.9,729.4,751.3,79,0,9
10.08.2021,31.4,25.6,730.6,752.5,94,0,7
11.08.2021,31.9,25.9,731.7,753.4,79,1,11
12.08.2021,28.8,26.6,730.9,752.8,87,1,12
13.08.2021,26.9,23.9,731,753.1,90,1,7
14.08.2021,24.2,22.7,733,755.2,89,1,8
15.08.2021,30,23.6,733.4,755.5,75,1,15
16.08.2021,34.5,25.3,732,753.7,61,1,14
17.08.2021,34.4,27.7,731.6,753.3,70,1,4
18.08.2021,35.3,27.2,730.9,752.6,75,0,8
19.08.2021,36.8,27.1,729.9,751.4,65,1,11
20.08.2021,36.4,29.1,730.3,751.7,69,1,14
21.08.2021,36.6,30.3,726.5,747.9,72,1,15
22.08.2021,33.5,23.5,729.7,751.5,93,0,10
23.08.2021,27.3,22.1,731.1,753.2,84,1,13
24.08.2021,31.8,24.2,731.7,753.6,74,1,10
25.08.2021,27.3,24.1,733,755.2,63,1,8
26.08.2021,20.9,20.2,738.6,761.2,91,1,6
27.08.2021,23.5,20.3,735.8,758.2,87,1,9
28.08.2021,22.4,20.6,734.8,757.3,91,1,14
29.08.2021,23.4,21.1,735.1,757.5,94,1,8
30.08.2021,31.7,21.9,732.8,754.9,82,1,10
31.08.2021,30.4,24.6,734.5,756.5,77,1,7
01.09.2021,32.7,25.8,734.3,756.3,78,1,10
02.09.2021,35.2,26.9,730.5,752.2,76,1,6
03.09.2021,36.2,27.4,727.8,749.2,61,1,9
04.09.2021,32,25.3,733,754.9,89,1,9
05.09.2021,31.2,24.3,735.3,757.3,75,2,17
06.09.2021,24.7,22.1,741,763.6,85,1,10
07.09.2021,29.4,22.4,738.1,760.4,81,1,13
08.09.2021,30.2,22.7,736.8,759,74,1,23
09.09.2021,25.1,21,737.9,760.5,81,1,10
10.09.2021,32,21.4,734.5,756.6,73,1,9
11.09.2021,30.2,22.9,732,754,95,1,8
12.09.2021,28.6,22.7,733.7,755.8,82,1,15
13.09.2021,33.2,24.6,735,757,72,0,14
14.09.2021,32.1,25.7,735.7,757.6,57,1,13
15.09.2021,32.5,26.7,733.8,755.6,59,0,8
16.09.2021,28.1,23,735.1,757.4,86,1,11
17.09.2021,26.1,22.5,734.2,756.4,83,1,18
18.09.2021,25.4,22,734.4,756.7,92,1,16
19.09.2021,26.6,20.6,737.5,760,88,1,18
20.09.2021,30.6,21.3,735.4,757.6,73,1,15
21.09.2021,32.8,21.5,732.4,754.3,68,1,19
22.09.2021,35.8,23.5,731.2,753,67,1,17
23.09.2021,35.7,26.1,733,754.7,66,1,19
24.09.2021,36,27.4,732.3,753.8,42,2,17
25.09.2021,36.6,30.1,732.3,753.9,58,1,14
26.09.2021,35.6,27.6,734.7,756.5,68,2,33
27.09.2021,28.1,23.7,734.5,756.7,74,1,27
28.09.2021,26,23,736.6,759.1,84,1,31
29.09.2021,30.9,21.6,734.9,757,70,1,22
30.09.2021,32.6,22.7,733.9,755.9,66,1,27
01.10.2021,33.2,23.7,734,755.9,61,1,20
02.10.2021,34.2,26.6,728.2,749.9,68,1,22
03.10.2021,36.1,26.5,729.3,750.8,49,1,35
04.10.2021,36.2,27.9,732.3,753.8,45,1,21
05.10.2021,30.3,22.5,735.7,757.9,74,2,31
06.10.2021,23.4,19.7,737.4,760,83,1,24
07.10.2021,19.8,19,737.9,760.6,87,1,25
08.10.2021,25,19.3,736.9,759.4,83,2,25
09.10.2021,27.4,20.3,739.7,762.1,79,1,31
10.10.2021,21.1,15.2,743.8,766.9,93,1,9
11.10.2021,17.7,14.2,742.3,765.4,93,1,18
12.10.2021,20.6,16.3,742.6,765.4,85,1,17
13.10.2021,23.7,18.8,742.4,765.1,90,1,30
14.10.2021,20.8,18.6,742.4,765.3,91,1,34
15.10.2021,16.8,15.1,746.5,769.9,88,1,22
16.10.2021,15.6,14.4,750.7,774.2,96,1,13
17.10.2021,17.6,14.4,745.2,768.4,72,1,22
18.10.2021,17.2,14.9,744,767.2,82,1,23
19.10.2021,16.5,15,740.7,763.8,95,1,23
20.10.2021,15.4,14.7,744.7,768.1,93,2,12
21.10.2021,18.6,14,746.6,769.9,94,1,17
22.10.2021,18.7,14.2,746.2,769.4,80,1,24
23.10.2021,20.3,13.4,745.7,769,73,1,20
24.10.2021,22.6,13.7,744.3,767.2,66,1,20
25.10.2021,18.5,17.1,739.9,762.9,78,1,30
26.10.2021,17.2,16,744.1,767.3,86,1,34
27.10.2021,17.1,15.7,744.1,767.3,90,1,19
28.10.2021,18.2,15.6,744.6,767.8,86,1,25
29.10.2021,19.6,15.1,745.3,768.5,91,1,23
30.10.2021,20.7,14.2,742.9,766,82,1,25
31.10.2021,18.9,15.6,744.1,767.2,91,1,25
01.11.2021,16.1,15.5,744.9,768.1,95,1,34
02.11.2021,17.6,15.3,742.6,765.7,89,1,26
03.11.2021,16.9,15.8,739.8,762.8,91,1,21
04.11.2021,17.8,16.1,736.2,759.1,88,1,35
05.11.2021,19.7,15.9,735.7,758.5,89,0,31
06.11.2021,20,14,739.8,762.9,70,3,14
07.11.2021,11.8,8.2,752.8,776.8,52,1,20
08.11.2021,13.1,8.8,748.1,771.9,56,1,21
09.11.2021,12.4,9.4,749.2,773,77,1,23
10.11.2021,15.6,7.1,744.8,768.4,74,1,21
11.11.2021,11.4,10,747.8,771.6,84,1,29
12.11.2021,13.7,10,747.7,771.4,88,0,21
13.11.2021,13.5,8.6,745.6,769.3,83,0,15
14.11.2021,12.7,8.3,744.1,767.7,75,1,11
15.11.2021,14,10.5,743.2,766.7,77,1,21
16.11.2021,12.6,10.7,746.8,770.5,87,1,18
